issn,member,created_date
1534-7311,147,2017-02-12
1816-4943,2297,2021-08-31
2118-3147,2273,2019-05-04
1203-8407,11345,2017-08-09
2008-5842,8139,2021-10-18
1438-9436,194,2017-08-09
0002-9246,311,2021-11-08
1877-9085,297,2020-11-23
2376-2144,7152,2021-10-28
2316-6533,3742,2018-11-04
1447-9540,8112,2020-10-20
1864-5739,297,2013-05-25
2194-9204,297,2021-08-02
1553-1201,147,2021-12-05
2488-9849,25879,2021-06-07
1684-1565,7257,2020-12-01
2159-581X,6863,2021-09-09
2185-0925,8597,2017-08-28
0043-3284,9349,2019-03-08
2766-2276,17842,2021-11-26
2665-0282,20122,2021-08-18
2598-5795,16035,2021-06-04
0032-2806,3673,2021-05-12
2686-5254,10045,2020-08-15
1533-791X,147,2021-09-06
2327-8722,8112,2021-11-11
2351-5112,6097,2019-01-17
0213-4691,5330,2020-12-17
2163-1573,3951,2012-12-14
1948-5964,2674,2019-01-11
2080-5985,6272,2021-09-13
2449-5557,1320,2019-02-19
1600-0749,311,2016-02-25
0378-6080,78,2021-11-03
2595-3931,30244,2021-07-06
2046-7648,297,2018-01-23
1944-4176,910,2021-10-29
2213-204X,297,2021-11-26
1680-7375,3145,2018-12-20
2164-3679,297,2021-06-17
1839-2504,301,2021-04-06
2500-0632,6550,2021-12-26
2633-2930,17190,2021-08-16
2579-3675,8894,2021-10-21
2527-9408,17744,2021-09-25
1950-6821,2399,2020-09-20
1999-2793,5808,2017-03-22
0003-7176,2273,2021-10-22
2542-4920,8520,2020-04-11
0872-0851,5739,2021-11-09
0006-2456,5267,2021-03-17
1550-4654,5195,2021-11-17
2358-5188,10106,2021-10-14
2045-0354,219,2017-07-19
1292-8100,250,2017-11-07
2223-5744,6044,2021-05-20
2249-4790,10711,2020-08-28
2320-4923,4323,2015-01-12
1548-3339,147,2021-12-12
2090-8318,7831,2021-09-03
2450-7059,5093,2021-11-22
1413-8050,530,2015-02-04
1179-0237,4843,2021-06-11
2382-3704,27315,2021-06-24
2225-8272,9677,2021-09-06
2675-3898,26281,2021-11-27
2528-2115,10296,2021-08-01
2515-7485,4869,2018-08-05
2074-5427,1963,2019-01-18
2091-0118,27482,2021-06-20
1959-6782,2273,2021-11-27
1571-5027,140,2019-07-12
1542-7595,301,2021-11-25
2194-6000,374,2021-06-01
2040-6142,358,2021-11-17
0723-2977,374,2021-11-24
1073-2780,2902,2021-11-19
1410-9816,6713,2021-08-09
1743-887X,426,2021-11-03
1793-3161,219,2021-10-14
1934-8924,147,2019-10-13
1582-960X,10279,2021-12-04
2395-1303,11659,2021-03-04
1075-7007,137,2021-11-05
0172-5076,297,2013-05-16
2528-6544,18423,2021-12-05
1728-7847,29418,2021-12-05
1222-2119,6100,2018-01-31
2196-7075,297,2021-12-19
0260-1079,179,2021-08-31
1413-8670,530,2012-06-20
2248-4914,6169,2021-11-06
2597-7016,11399,2021-04-20
2443-3934,26826,2021-06-03
2045-9815,2918,2021-08-27
2307-4205,9143,2021-11-26
1941-5524,147,2021-02-21
1568-1475,1757,2021-11-24
2622-058X,10462,2021-08-23
0026-3656,4687,2018-07-19
2503-0868,6981,2021-09-01
0475-1132,17403,2021-08-20
2560-287X,17748,2021-07-16
2326-3490,4945,2021-08-05
1775-4305,2273,2020-10-27
0195-7732,260,2014-10-08
1869-5744,297,2021-10-25
2257-5405,2399,2021-07-06
2690-9804,12017,2021-05-28
2046-1879,1928,2020-10-16
2656-4882,19264,2021-06-25
2040-4565,327,2021-10-21
1947-945X,1015,2021-10-28
2163-0461,2751,2021-11-22
2356-6795,98,2017-03-19
2148-354X,6243,2021-06-30
0014-6242,374,2021-11-12
1356-3890,179,2021-10-25
2448-5942,7961,2021-07-01
0036-3634,8786,2021-11-18
2709-4197,22730,2021-07-01
2158-0413,3544,2013-01-09
2529-9913,6788,2021-10-01
2577-3585,276,2021-10-06
1571-8166,50,2021-12-25
1226-2234,7389,2021-09-14
1548-4785,1939,2021-09-01
2078-1296,5282,2021-04-05
1460-2733,292,2013-02-15
1347-3840,1150,2010-12-08
2518-010X,8431,2021-09-25
2473-3717,276,2021-10-15
8756-7938,316,2008-07-03
2166-5052,301,2016-12-06
2398-6263,140,2021-10-26
2008-4935,297,2019-11-29
2161-0509,2674,2019-01-07
2512-9090,194,2021-11-06
2153-0769,2674,2018-10-30
1777-5876,2273,2020-12-03
2520-8241,12323,2020-01-14
0167-6164,374,2021-10-14
2145-5112,5388,2021-08-31
1982-176X,8868,2021-11-26
2667-0992,78,2021-11-20
2148-4570,6785,2019-11-27
2148-8088,4943,2021-11-03
2319-5169,14882,2021-10-07
1828-6003,6494,2021-01-15
2508-8114,9042,2020-03-06
2731-0507,297,2021-11-02
2712-1097,25751,2021-02-13
0253-3200,4404,2021-11-15
2277-3886,4814,2018-09-27
0392-0488,17149,2021-03-01
0869-8031,4687,2018-06-30
1436-0691,297,2019-12-12
1751-6536,378,2021-11-26
1532-7574,301,2021-11-17
2325-7091,2751,2021-09-28
0325-0725,21726,2021-11-03
1647-8657,5739,2020-10-29
1314-8060,4985,2021-11-04
1234-6666,7822,2005-03-16
2084-5227,23140,2021-04-07
2382-9990,3819,2019-10-14
2636-4557,11151,2021-11-13
1875-6867,16242,2021-04-09
0893-7850,311,2019-11-06
2319-0639,7511,2021-08-31
1547-3929,301,2008-04-10
2196-677X,374,2021-11-28
2614-7920,8629,2021-11-13
2090-7826,98,2017-12-10
1179-5433,179,2019-08-26
2177-8833,4094,2021-08-03
2371-9419,10063,2020-05-29
2631-8318,179,2021-12-11
1479-2214,311,2016-02-25
1230-3666,3689,2021-01-26
1570-7318,8859,2015-06-03
1440-9917,301,2021-08-30
2622-8947,15929,2021-03-10
1540-5818,311,2021-10-17
1538-7305,263,2019-09-11
0736-623X,7294,2021-10-29
1062-1458,78,2010-11-11
2175-053X,11930,2020-09-14
2466-2100,3787,2020-04-29
0161-5440,301,2021-11-11
1867-0466,297,2013-05-25
2391-7598,5093,2021-11-22
2093-7717,5248,2014-05-23
2682-3780,9060,2020-12-10
1594-4077,301,2015-10-30
0130-108X,8805,2017-11-13
2227-5460,2895,2020-07-07
1931-308X,301,2015-05-01
2197-8492,297,2021-05-03
2563-5034,11723,2021-10-05
2589-9228,7803,2021-09-15
0099-7013,1086,2012-11-19
1225-0783,6857,2020-01-20
2320-8031,5089,2021-09-06
2424-2691,124,2021-09-24
2708-7360,17481,2021-10-01
2512-1170,297,2021-06-05
2093-9043,3424,2021-10-26
2255-3452,7798,2021-11-24
2708-4892,18180,2021-10-12
1846-5153,5943,2021-10-20
2169-3277,301,2021-09-16
2442-3823,8114,2021-07-03
2542-7458,50,2021-04-21
1793-8341,219,2021-10-20
2475-6636,2432,2021-11-15
2092-5328,16766,2021-11-03
1303-6343,3591,2020-12-29
2655-8394,18425,2021-11-16
2231-6108,29554,2021-06-25
2303-291X,10706,2021-07-05
2050-120X,4912,2018-06-24
1534-7656,15,2015-04-27
2414-8822,10750,2021-10-07
2079-9543,1963,2019-08-29
1138-5596,6226,2021-11-03
0022-1198,381,2020-12-23
2302-920X,10462,2021-11-14
1740-2379,179,2021-11-16
2580-9326,9751,2021-07-13
2169-9690,2751,2021-02-25
1612-3727,297,2014-08-21
0890-2461,3884,2021-08-31
2163-0496,2751,2021-11-22
2454-8529,2581,2021-08-27
1884-5312,1409,2012-02-27
0244-7827,2273,2021-10-22
2706-7920,22581,2021-04-17
1557-9980,263,2021-11-17
2410-2512,6171,2021-01-30
2229-4716,3478,2020-09-28
0004-0746,374,2014-03-11
2594-021X,17576,2021-09-28
2383-8221,5430,2021-08-25
2219-6048,7150,2021-12-25
2735-413X,9060,2021-09-27
1999-1509,1963,2019-09-07
1867-6936,297,2021-02-11
2528-3723,8674,2021-10-01
2358-9949,22770,2021-09-07
0899-8213,317,2014-03-05
1616-9530,297,2012-11-23
1793-1045,219,2019-08-05
2338-0683,5716,2019-07-15
0578-6967,301,2021-11-26
2661-412X,7683,2020-06-03
1441-7049,301,2009-12-09
1349-9408,1013,2021-11-08
2167-5872,4376,2020-10-27
1978-4597,8713,2021-10-30
1559-3959,910,2021-11-09
0505-9372,2101,2018-08-13
1677-1168,3790,2021-11-11
2689-9434,30334,2021-12-04
1863-2637,297,2021-10-25
2555-7017,22870,2021-11-21
0233-4755,4687,2018-05-29
2333-1100,4952,2021-12-25
0253-651X,2886,2017-09-20
1687-7993,98,2018-10-04
2289-4535,7332,2021-07-05
1525-3198,1747,2020-06-05
1616-9735,194,2021-11-20
2196-9701,297,2021-10-22
1006-6837,2725,2021-02-01
2689-8535,23461,2021-12-25
2169-0316,2674,2018-11-21
1943-2720,10906,2019-01-07
1437-0387,297,2021-01-18
0080-4452,56,2021-04-27
2656-5455,10258,2021-09-02
1944-6497,73,2021-11-24
2707-7268,6225,2021-08-10
1980-6906,3948,2021-11-05
2655-8769,9237,2021-05-18
2521-3261,23228,2021-04-02
2577-4158,12108,2020-11-03
1755-3547,378,2021-11-07
1566-5852,1757,2021-11-23
2581-2912,11806,2021-09-24
1276-3780,2273,2021-05-12
2576-0319,9969,2021-04-14
2542-4157,2581,2020-12-29
1432-1874,297,2020-01-02
1875-0427,965,2013-10-24
2166-7403,3176,2021-01-15
2617-6440,16611,2021-08-10
0065-6801,1121,2010-11-10
2219-7931,23891,2021-11-08
2320-2076,179,2021-11-18
1918-7475,4194,2021-05-13
1759-6351,311,2018-08-03
2576-1218,301,2021-06-16
1389-6954,297,2017-02-10
2500-7181,11298,2021-09-23
2446-9513,10019,2020-07-07
0190-3330,3884,2015-12-16
1932-9423,1029,2014-08-19
1930-885X,263,2008-05-29
1680-0419,1963,2009-07-09
1305-614X,3111,2017-04-25
2322-1348,17540,2021-08-25
2586-7628,16358,2021-10-07
2411-989X,23194,2021-07-16
1545-4266,22,2021-10-06
2195-2744,1913,2015-09-07
2090-7737,98,2016-09-04
2040-8528,301,2021-11-10
2047-9700,138,2016-01-09
1738-1584,5142,2017-07-14
1516-9332,530,2011-04-15
1746-6962,378,2021-04-01
2141-2618,3908,2021-03-01
2076-9539,3826,2021-11-09
0172-6218,297,2021-08-27
2536-4200,2363,2021-10-08
1447-9575,8112,2020-12-23
1294-5501,78,2012-03-02
1368-0005,311,2021-11-22
2227-4626,3996,2017-07-13
1842-1121,6121,2021-11-23
2730-9916,297,2021-11-12
1471-8505,286,2004-07-09
2367-4067,297,2021-11-05
1259-5969,7618,2021-02-03
2503-1279,18540,2021-10-21
2258-8051,2273,2021-07-17
2197-1188,297,2021-08-31
0081-6884,5855,2021-10-15
0031-8159,629,2021-09-07
2639-3220,11877,2021-10-01
2637-9120,301,2021-05-11
1526-1719,4175,2021-11-05
2348-0149,2581,2015-06-04
2435-7030,9785,2021-11-05
2649-7999,2273,2021-01-13
1131-558X,3169,2021-10-20
2525-4022,5117,2021-09-03
2643-0282,5410,2019-05-09
1476-718X,179,2021-12-11
2690-330X,30,2021-02-12
0030-8919,179,2012-09-10
2191-0715,297,2021-05-06
2090-2921,2853,2019-01-03
2723-9098,4169,2021-05-12
2658-3356,16235,2020-11-16
1019-8555,1861,2021-07-20
0116-7847,30479,2021-10-18
1309-6222,18983,2019-12-23
1529-1510,73,2021-11-23
2644-1403,17401,2021-04-19
2519-9625,9894,2021-11-03
0264-3561,17333,2019-07-25
2685-1342,23952,2021-11-19
0023-1584,297,2011-12-26
2571-0915,18616,2021-09-16
2454-1117,8017,2020-09-24
2656-5234,19182,2021-11-22
1407-7337,374,2021-04-07
2783-9214,10438,2021-02-19
2306-9341,1963,2020-03-24
2215-3527,6251,2021-07-08
1476-4865,297,2007-12-27
1000-1239,2026,2008-01-31
0081-2064,297,2015-03-29
2384-0137,7336,2020-01-13
2381-862X,5410,2021-05-04
1848-6320,7372,2021-09-24
0265-6582,311,2018-08-06
2414-8946,8389,2021-09-15
2183-9077,23427,2021-10-16
1574-9061,297,2019-09-13
1678-4405,530,2017-03-31
1808-575X,2428,2019-09-19
0007-4802,21390,2019-08-07
1989-8991,10583,2021-11-24
2674-4155,16472,2021-06-18
2079-0368,1963,2013-09-28
2231-069X,4035,2021-11-20
2162-0903,147,2021-10-31
1035-7147,311,2016-02-24
2560-3205,3964,2020-04-14
0378-0392,127,2017-11-07
1913-8253,147,2021-12-05
2446-6778,8549,2019-03-16
2390-0512,7600,2021-11-26
2178-180X,8481,2017-12-07
1793-2823,219,2021-08-11
2073-6355,11534,2019-07-18
1735-8787,297,2021-12-19
2654-3338,22604,2021-03-26
2455-6963,4035,2021-04-03
2385-4731,7202,2021-02-17
2377-9640,301,2021-11-22
2637-6121,6117,2018-11-29
1995-0470,26323,2021-09-13
1938-1964,301,2017-02-01
1997-8936,1963,2013-11-07
1968-3766,2273,2021-02-05
0768-9179,78,2012-04-04
2090-3561,98,2017-01-29
1751-0465,378,2020-03-20
2580-507X,22373,2021-05-08
1759-0442,378,2021-07-10
2087-9423,11796,2021-09-09
2383-3491,3819,2021-09-23
2724-587X,13551,2021-07-20
1469-8447,301,2021-10-07
1570-7539,50,2009-11-04
1134-7147,3518,2021-11-11
1868-4513,297,2021-11-15
2663-662X,16671,2021-06-23
1616-9700,194,2021-09-29
1684-937X,30321,2021-11-12
1816-0727,1670,2021-01-18
2448-3524,5321,2021-11-01
2411-7684,10102,2021-08-24
1661-4119,127,2016-12-22
1415-2843,8243,2021-06-01
2196-6885,374,2021-07-16
2224-2503,2297,2020-12-08
1018-8843,127,2010-09-03
2460-9005,22196,2020-08-12
2686-1488,10045,2021-10-11
2666-9161,78,2021-11-16
2168-9849,2674,2019-01-25
2196-713X,374,2021-11-11
2717-5243,23474,2021-10-21
2577-6789,16900,2021-11-20
1056-9219,140,2015-09-25
2639-9210,18527,2019-02-14
2509-9744,297,2019-12-10
2415-5829,10792,2020-08-04
0988-6486,2273,2021-11-25
2005-291X,2494,2021-11-26
2574-9927,6139,2021-11-06
1544-4546,301,2020-10-22
1569-3112,1757,2021-01-21
2614-8692,22916,2021-08-21
1611-7875,194,2021-03-16
1975-4604,21769,2021-07-26
2177-6830,5111,2020-07-27
2056-8819,56,2020-12-10
2510-5043,297,2020-07-24
2442-9651,8658,2020-10-05
2333-6056,6329,2021-12-11
2225-5141,7583,2021-10-29
2353-4389,6233,2020-01-08
1741-5330,378,2020-02-08
1531-4200,73,2021-11-02
2395-8812,8665,2021-09-30
0102-5430,7733,2021-07-27
1465-7317,56,2021-11-26
2522-0055,297,2021-09-20
2166-5486,147,2021-10-31
1341-7215,5918,2021-06-05
0853-2982,3613,2021-12-26
2412-3986,9195,2021-11-04
1804-9338,5452,2021-11-11
1869-697X,297,2013-02-27
1898-7435,6439,2021-02-17
1820-6859,3964,2021-03-12
2040-4182,358,2018-10-24
0970-5333,2581,2021-04-26
2621-7678,22742,2021-07-30
1598-7663,6488,2019-08-07
2543-9901,4398,2021-11-25
2721-706X,10216,2021-09-27
0453-8811,4687,2018-06-30
2430-2961,2273,2020-06-08
1390-6291,6739,2021-09-28
1804-526X,4792,2021-10-01
2302-8467,8603,2019-10-09
0924-0519,179,2021-11-13
1809-4414,530,2021-10-23
1984-4530,3162,2021-11-11
1429-9585,10051,2021-11-24
0374-5481,301,2018-06-15
1229-1374,6906,2020-01-22
1874-3153,965,2015-03-26
2389-7732,7451,2021-11-02
2549-0796,12042,2021-01-21
1990-0325,1963,2021-01-08
2169-3285,2751,2021-10-29
2538-3027,8082,2017-09-12
2336-369X,10772,2021-11-10
1864-8118,297,2020-11-05
2228-7736,28750,2021-02-09
2299-3843,7446,2021-10-26
0275-0120,297,2021-05-07
0899-1855,276,2018-11-22
1531-0914,78,2009-11-18
2251-2659,7683,2021-02-02
2581-8112,9296,2021-08-17
2619-9793,2811,2021-11-23
1471-2210,297,2012-11-01
1541-308X,1627,2021-10-04
2349-1493,5923,2018-03-22
2046-6064,5289,2021-01-31
1832-4460,301,2017-11-21
1226-3117,12174,2021-10-06
1023-0556,30336,2019-11-27
2569-1783,194,2021-04-21
1852-2971,10308,2021-10-13
2620-5602,10905,2020-11-30
2521-3903,10711,2020-11-03
2541-0407,16006,2021-08-03
1349-9262,2633,2021-09-30
1674-862X,78,2021-11-27
1882-4560,4697,2021-09-08
2161-8062,200,2021-10-21
1884-6106,4011,2021-08-31
2397-6527,6817,2021-09-13
2549-0699,17652,2020-10-20
1687-5990,98,2018-03-25
2633-0806,8586,2019-12-13
2541-2663,8344,2019-08-28
1806-2563,2451,2021-11-05
2287-8211,4403,2017-11-07
2007-7459,8213,2021-10-21
2314-6591,98,2015-12-16
2455-8834,25880,2021-02-22
1999-0138,1963,2020-01-24
1776-2936,2273,2021-01-20
2369-775X,11723,2021-11-19
2089-4872,4858,2021-10-28
2413-3299,9791,2019-10-27
2550-004X,10366,2021-06-08
1753-1039,378,2021-11-28
2687-6779,9419,2021-12-04
2302-4313,19915,2021-08-30
2316-4123,11875,2021-06-03
2565-7844,7597,2021-06-17
0197-8357,278,2018-08-09
1390-7786,10960,2021-07-03
2339-9694,28295,2021-11-17
1943-7765,3140,2021-03-16
2509-5714,297,2021-08-23
2318-5694,9777,2021-05-10
1727-6209,27386,2021-10-03
2309-2076,11558,2021-10-11
1065-7339,14,2021-09-29
2460-1012,16307,2019-01-23
1353-2561,78,2004-06-02
1431-9365,297,2011-12-12
2455-8702,6959,2021-09-30
2305-9974,4813,2021-12-26
1693-6124,9984,2021-11-18
1783-5917,179,2021-11-22
2722-0672,8674,2021-06-16
1869-5604,374,2021-11-12
0102-7972,530,2015-02-07
2090-4878,2674,2012-05-20
2672-2836,16193,2021-07-11
2406-8748,11135,2021-11-09
1314-7633,5147,2018-12-31
2369-3002,4845,2021-05-20
1447-0748,311,2005-12-06
1540-5842,311,2019-11-06
2238-8079,21542,2021-07-15
1994-5396,22354,2019-11-09
1950-6708,2273,2020-12-17
1179-4577,19239,2021-10-30
0392-2952,4169,2021-07-26
1225-2220,4475,2015-08-12
2379-3570,26249,2021-10-15
2476-9282,10706,2020-12-31
0080-2557,2399,2021-09-17
0000-0000,965,2007-07-29
2076-1333,11101,2021-06-27
1573-496X,297,2007-03-22
2703-0261,5471,2015-09-21
2589-7934,2581,2020-02-12
2087-4928,16061,2020-10-20
1431-195X,297,2011-12-23
1972-5590,4169,2021-07-26
1344-6193,2959,2020-12-05
0270-2010,297,2005-07-07
1414-2139,3555,2013-05-13
1882-6644,4005,2020-10-17
0973-0745,179,2021-08-27
2253-0983,15195,2021-06-30
2527-9467,26943,2021-09-03
0035-2624,2000,2019-03-18
2625-7122,297,2021-09-20
2167-7859,1015,2018-07-31
1410-3591,10540,2021-06-14
1473-804X,2926,2021-04-21
2460-1330,4386,2021-06-17
2708-9487,28177,2021-09-10
1609-4514,6872,2021-09-17
1793-6616,219,2021-09-08
2154-6037,301,2017-09-18
0937-7255,301,2021-10-16
2521-6805,7257,2019-02-25
2214-9848,297,2021-04-01
0003-4436,2399,2021-07-06
2545-6377,10308,2021-06-03
1880-8255,1376,2021-10-07
2686-4916,17231,2021-08-07
2288-1018,12040,2021-05-18
2598-0696,20690,2021-05-21
1907-0772,27104,2021-11-24
1565-1509,374,2021-08-25
2545-3343,16208,2020-02-20
1849-0778,18392,2021-07-21
2544-9354,4211,2020-04-03
2357-8017,9341,2021-05-05
1229-1056,9713,2020-01-08
2052-9449,179,2021-09-08
2572-4983,2674,2019-04-05
1969-6744,2273,2020-08-13
2685-1253,23695,2021-10-30
2345-0215,4256,2020-02-06
2045-662X,292,2011-11-03
1305-2020,19509,2021-11-27
2667-4688,26757,2021-09-02
2620-5009,21865,2021-09-13
2073-8730,6339,2021-09-06
2523-3068,297,2020-12-30
2645-8470,1670,2021-08-29
0040-5914,7997,2021-10-25
0752-5702,2000,2014-01-06
2300-6250,6101,2021-09-02
2314-470X,98,2017-12-10
2332-8010,4945,2021-10-22
2713-8941,25235,2021-11-04
2331-995X,5280,2021-05-07
0380-0903,2262,2015-11-01
1598-7582,6847,2020-02-20
1662-3932,127,2018-04-10
2623-1085,8603,2021-10-05
1896-656X,18038,2021-12-19
1563-0277,11115,2021-10-11
2322-1887,28750,2020-11-04
2358-2812,9174,2021-07-26
0044-460X,137,2019-11-26
1345-1421,2072,2021-06-03
2288-8527,7278,2017-07-26
0748-4623,301,2007-02-26
2338-4522,10439,2021-07-10
1475-1674,5433,2020-12-12
0090-8312,301,2017-11-17
1047-3998,14,2021-10-07
1947-5438,22,2021-10-08
2524-8774,297,2021-11-19
2687-072X,28465,2021-10-05
1867-2310,194,2017-08-09
2620-4126,4858,2021-10-13
2219-6021,12298,2021-02-08
2456-4796,179,2021-11-24
2145-3381,11097,2018-07-19
2381-0580,29075,2021-10-26
0318-6431,11723,2020-06-30
2616-499X,6225,2021-06-19
2090-7451,98,2011-12-27
2222-1875,8959,2021-11-23
0098-8588,56,2021-08-18
2423-8198,9323,2018-04-17
1793-9674,219,2012-08-31
2249-1732,4682,2013-02-16
0261-4340,138,2014-01-09
2355-1682,22847,2021-01-26
2167-0927,276,2013-10-02
1016-2526,29979,2021-07-30
0720-7239,2101,2015-08-17
1745-4522,311,2016-02-25
2789-0716,21051,2021-07-09
2387-0419,10536,2019-09-21
2241-2190,4964,2018-11-14
0112-7438,22882,2021-05-10
2594-4754,21286,2021-07-04
2699-6197,194,2021-11-09
1745-5219,1931,2021-11-23
2424-3876,6097,2020-12-19
1939-0467,301,2015-10-14
1478-1603,309,2015-05-08
2301-3966,219,2016-08-24
2367-3451,297,2021-09-27
2296-455X,297,2021-09-01
1993-422X,14868,2021-10-04
2167-7042,3951,2013-01-15
0718-7475,9468,2021-01-19
2214-2304,50,2021-07-29
2654-7627,22355,2019-12-16
0367-3014,11847,2021-12-25
2622-237X,10124,2021-10-15
1381-6446,297,2018-02-14
1874-8449,965,2018-11-15
0191-8036,179,2018-05-08
2410-2636,7320,2021-08-17
2254-6227,6226,2021-10-26
2768-5969,3884,2021-10-12
1936-0843,3287,2021-09-24
2549-1946,10296,2021-07-28
0921-8580,297,2021-05-31
2638-6003,17401,2021-11-13
2308-8877,20216,2021-10-16
2527-1288,6721,2021-08-16
2720-9091,10045,2021-02-14
2655-8432,18542,2021-11-25
2450-0844,16792,2021-11-10
1309-4246,7868,2021-08-23
2509-4629,297,2021-11-11
1865-9373,374,2021-11-25
1952-210X,2273,2021-11-26
2499-2232,12144,2021-01-28
0975-4261,4035,2021-09-24
1872-0854,78,2019-10-09
1512-5858,4260,2021-06-17
0939-5113,2101,2016-06-21
2164-8654,147,2021-10-17
2502-2059,9411,2020-12-28
2349-5014,2581,2021-09-27
1561-5324,301,2016-03-04
0974-4061,301,2021-07-02
2634-5803,297,2021-10-12
2043-8354,378,2016-04-23
2641-0478,73,2021-10-26
2602-3911,11192,2021-10-22
0886-7356,311,2020-02-04
1405-0234,6049,2021-01-11
2620-9934,6946,2021-10-07
2549-8797,10540,2019-05-03
1568-2668,297,2013-01-15
2309-1088,7225,2021-11-03
2314-8314,98,2016-08-18
2615-7608,5307,2021-02-03
2621-0827,12320,2021-11-18
1819-3684,8418,2021-10-24
1225-3499,21736,2021-09-07
2289-392X,9745,2020-01-22
2181-1547,28373,2021-05-23
2555-6231,8852,2019-06-27
2399-7443,219,2020-10-26
2091-2293,1670,2019-05-31
1869-6988,297,2013-02-27
1899-1874,3061,2021-10-01
0304-5242,10711,2021-09-21
2656-5390,21915,2021-09-30
2614-5219,12064,2021-05-20
2197-5787,297,2021-09-03
2597-9949,4386,2020-09-17
1884-0035,2763,2020-06-09
2474-8927,6707,2021-01-06
1871-7268,297,2013-05-25
2268-8870,2273,2016-07-13
1611-8170,311,2016-02-25
2598-991X,8674,2020-03-28
2086-4930,5716,2016-05-23
2580-6327,11796,2019-12-19
2287-7940,19476,2019-03-29
2768-0258,10954,2021-10-22
2330-0175,4911,2021-09-17
1874-835X,965,2015-03-19
1319-2442,2581,2021-06-28
2397-5237,6817,2021-09-13
2296-6080,297,2020-08-31
1813-5498,4674,2021-08-22
1755-1706,1931,2021-10-25
1412-8624,8629,2021-11-15
1078-3903,78,2004-08-05
1988-4168,2373,2021-07-20
2666-7150,2581,2021-10-30
2197-0025,530,2014-02-18
2288-1239,2749,2019-01-30
2523-8132,297,2021-11-27
1424-8506,127,2017-11-07
2413-838X,7761,2021-03-27
2549-7308,22363,2020-05-16
2527-8444,10366,2021-07-11
2707-0417,7787,2021-11-15
1726-801X,2895,2021-10-25
1300-9052,5324,2021-09-07
2237-7840,4745,2020-06-01
2154-8595,8112,2021-04-22
1598-8376,30174,2021-10-09
2621-3931,22115,2020-06-30
2234-8182,3880,2017-04-14
2663-5399,10239,2021-10-13
2288-9566,4658,2021-11-19
2146-1414,2811,2021-10-18
1301-0549,5160,2021-11-26
2252-4614,10735,2021-09-06
2579-3497,10366,2021-03-23
2656-4114,22150,2019-10-04
2590-3691,18837,2021-10-01
2082-5102,374,2021-11-03
2045-9920,286,2021-12-11
2520-6788,30370,2021-10-07
2527-8711,22855,2021-10-31
2475-367X,9957,2021-04-05
1881-1272,286,2013-10-30
1988-8333,2373,2021-07-22
2198-3283,297,2021-02-02
2358-2871,3318,2021-10-26
2192-6204,297,2017-05-27
2383-4307,17540,2021-11-22
2356-1998,8895,2021-10-31
2347-3142,8352,2021-09-03
1610-0719,297,2010-01-07
2324-9307,2674,2018-11-28
2528-2670,19295,2021-03-03
1883-9282,2940,2017-03-16
2047-718X,179,2021-09-14
2690-9790,12017,2021-05-28
2302-433X,10905,2018-10-31
1984-7939,3555,2021-06-07
2065-9598,10279,2021-11-15
0102-0420,10507,2021-01-31
1567-6617,297,2013-05-25
2287-402X,4526,2021-11-16
2549-3892,9237,2021-08-31
2477-0299,11796,2021-06-06
1617-9900,27947,2021-11-18
1392-8600,4256,2019-04-23
2278-9634,7446,2020-10-27
2622-7371,9483,2021-01-26
2468-1377,297,2020-12-09
1470-1804,78,2016-08-03
1538-7887,297,2019-04-19
2598-5981,8629,2021-04-18
2469-5823,10022,2021-10-30
0387-1002,2664,2021-08-31
1867-2493,374,2021-12-25
1609-9117,6075,2021-11-03
1413-0939,8734,2021-08-10
2324-2035,10226,2021-10-03
2597-6052,17227,2019-10-02
0145-5532,73,2013-11-11
2054-8923,138,2016-05-23
2059-9358,5130,2019-08-27
1598-1304,16998,2020-01-08
2051-2082,56,2019-06-10
0976-7959,6491,2020-03-17
2570-1363,297,2021-10-06
2520-2367,1963,2021-06-03
1817-728X,26049,2021-10-07
