member_id,member_primary_name,member_location,member_country
8811,STKIP PGRI Pacitan,"Pacitan, Jawa Timur, Indonesia",Indonesia
8812,IAIN Tulungagung,"Tulungagung, East Java, Indonesia",Indonesia
8813,Western Field Ornithologists,"San Diego, CA, United States",United States
8814,Instituto de Investigacion de Recursos Biologicos Alexander von Humboldt (IAVH),"Bogota, Cundinamarca, Colombia",Colombia
8815,STAIN Ponorogo,"Ponorogo, East Java, Indonesia",Indonesia
8816,Pomorski Uniwersytet Medyczny w Szczecinie,"Szczecin, Poland",Poland
8817,Virginia Tech Libraries,"Blacksburg, VA, United States",United States
8818,Kesmas: Jurnal Kesehatan Masyarakat Nasional,"Depok, Indonesia",Indonesia
8819,Institute of Society Transformation sp. z o.o.,"Rzeszow city, Poland",Poland
8820,University of Belgrade - Faculty of Philosophy - Department of Ethnology and Anthropology,"Belgrade, Serbia",Serbia
8821,Associacao Portuguesa de Terapeutas da Fala (Portuguese Association of Speech Therapists),"Alges, Portugal",Portugal
8822,"Kresge Library, Oakland University","Rochester, MI, United States",United States
8823,The Korean Society of Dance,"Seoul, South Korea",South Korea
8824,Korean Music Therapy Association,"Seoul, South Korea",South Korea
8825,The Journal of International Management Research,"Anakara, Yenimahalle, Turkey",Turkey
8826,Journal of Tourism and Gastronomy Studies,"Ankara, Turkey",Turkey
8827,Korean Local Government Law Association,"Seoul, South Korea",South Korea
8828,Dogal Afetler ve Cevre Dergisi,"Artvin, Turkey",Turkey
8829,K.R. Sapkal College of Management Studies,"Nashik, Maharashtra, India",India
8830,Korean Human Resource Development Strategy Institute,"Seoul, South Korea",South Korea
8831,Korea Society of Design Trend,"Seongnam, South Korea",South Korea
8832,SBS Foundation,"Seoul, South Korea",South Korea
8833,The Society of Korean Folklore,"Seoul, South Korea",South Korea
8834,Practical Medicine Publishing House,"Moscow, Russia",Russia
8835,The Korean Advertising and PR Practitioners Society,"Seoul, South Korea",South Korea
8836,Oxford Pharmagenesis,"Oxford, Oxfordshire, United Kingdom",United Kingdom
8837,Universidad EAN,"Bogota, Cundinamarca, Colombia",Colombia
8838,Korean Association of Family Relations,"Busan, South Korea",South Korea
8839,Turquoise Sosyal Bilimler Dergisi,"Istanbul, Turkey",Turkey
8840,The Gorbatov's All-Russian Meat Research Institute,"Moscow, Russia",Russia
8841,"Exeley, Inc.","New York, NY, United States",United States
8842,IAP Intensive Care Chapter India,"New Delhi, ND, India",India
8843,Journal of International Dental Scienes (BEUN),"Zonguldak, Turkey",Turkey
8844,Riverside Architectural Press,"Toronto, ON, Canada",Canada
8845,Academy of Inventors,"Tampa, FL, United States",United States
8846,Revista de Governanca Corporativa,Brazil,Brazil
8847,"Global Health and Education Projects, Inc. (GHEP)","Riverdale, MD, United States",United States
8848,Australian Water Association,"Syndney, NSW, Australia",Australia
8849,"Institute of Mathematics, Czech Academy of Sciences","Prague, Czech Republic",Czech Republic
8850,"Faculty of Mechanical Engineering and Naval Architecture, Univ. of Zagreb","Zagreb, Croatia",Croatia
8851,Societe de Philosophie des Sciences,"Louvain-la-Neuve, Belgium",Belgium
8852,Universite de Bordeaux,"Talence, France",France
8853,Universidad Cientifica del Sur,"Villa El Salvador, Lima, Peru",Peru
8854,"Educational Development Unit, University of Greenwich","London, United Kingdom",United Kingdom
8855,Connexions . International Professional Communication Journal,"Conway, AR, United States",United States
8857,"Bank Indonesia, Central Banking Research Department","Jakarta, Indonesia",Indonesia
8858,Suomalaisen Kirjallisuuden Seura,Finland,Finland
8859,Wageningen Academic Publishers,"Wageningen, Netherlands",Netherlands
8860,University of Hawaii Press,"Honolulu, HI, United States",United States
8861,ITP Press,"Padang, West Sumatra, Indonesia",Indonesia
8862,Marwah Infotech,"Moradabad, Uttar Pradesh, India",India
8863,Instituut voor Natuur- en Bosonderzoek (INBO),"Brussel, Belgium",Belgium
8865,Revista Brasileira de Gestao Ambiental e Sustentabilidade,Brazil,Brazil
8866,International Speech Communication Association,"Baixas, PO, France",France
8867,Faculty of Asian and Middle Eastern Studies,"Cambridge, Cambridgeshire, United Kingdom",United Kingdom
8868,IFCE,Brazil,Brazil
8869,Sosyal Guvence,"Ankara, Ankara, Turkey",Turkey
8870,Ural State Mining University,"Yekaterinaburg, Russia",Russia
8871,FSEI HPE Murmansk State Technical University,"Murmansk, Russia",Russia
8872,Programa de Pos-graduacao em Ciencias Contabeis da UFRJ,Brazil,Brazil
8873,Colegio Brasileiro de Reproducao Animal - CBRA,Brazil,Brazil
8874,Dongguk University Institute of Japan Studies,"Seoul, South Korea",South Korea
8875,ABEC Publicacoes,Brazil,Brazil
8876,RAHIS - Revista de Administracao Hospitalar e Inovacao em Saude,Brazil,Brazil
8877,The Korean Association of Urban Policies,"Seoul, South Korea",South Korea
8878,International Journal of Secondary Metabolite,"Denizli, Turkey",Turkey
8879,Journal of Hispanic Studies,"Seoul, South Korea",South Korea
8880,The Association International Academy of Communicology,"Moscow, Russia",Russia
8881,International Journal of Assessment Tools in Education,"Denizli, Turkey",Turkey
8882,The Schmidt Institute of Physics of the Earth of the Russian Academy of Sciences (IPE RAS),"Moscow, Moscow, Russia",Russia
8883,CRIFPE,"Montreal, QC, Canada",Canada
8884,Diponegoro University,"Semarang, Central Java, Indonesia",Indonesia
8885,Romanian Society of Anaesthesia and Intensive Care,"Bucharest, Romania",Romania
8886,Jurnal Hukum dan Pembangunan,"Depok, West Java, Indonesia",Indonesia
8887,Institute for Urban Humanities,"Seoul, South Korea",South Korea
8888,Korean Association for Religious Studies,"Seoul, South Korea",South Korea
8889,Korean Production And Operations Management Society,"Seoul, South Korea",South Korea
8890,The Korean Council for Children's Rights,"Bucheon, Gyeonggi, South Korea",South Korea
8891,Journal of Archaeology and Text,"Bethlehem, PA, United States",United States
8892,Yayasan Visi Intan Permata (Centrall),"Samarinda, Kaltim, Indonesia",Indonesia
8893,Shima Publishing,"Modanville, NSW, Australia",Australia
8894,Duta Wacana Christian University,"Yogyakarta, Indonesia",Indonesia
8895,Universitas Darussalam Gontor,"Ponorogo, Jawa Timur, Indonesia",Indonesia
8897,Asociacion Espanola de Ciencia Politica y de al Administracion,"Madrid, Spain",Spain
8898,Naklada Slap,"Jastrebarsko, Croatia",Croatia
8899,Association of Anaethetists of Great Britain and Ireland,"London, United Kingdom",United Kingdom
8900,Croatian Philosophical Society (Hrvatsko filozofsko drustvo),"Zagreb, Croatia",Croatia
8901,AIJR Publisher,"Utraula, Uttar Pradesh, India",India
8902,Facultad De Ingenieria Universidad Del Zulia,"Cabimas, Venezuela",Venezuela
8903,Computing Centre of the Russian Academy of Sciences,"Moscow, Russia",Russia
8904,OU Scientific Route,"Tallin, Harju maakond, Estonia",Estonia
8905,Orissa Journal of Otolaryngology and Head and Neck Surgery,"Cuttack, Odisha, India",India
8906,E.T.S. de Ingenieria Agronomica (Universidad de Sevilla),"Madrid, Spain",Spain
8907,Stichting SciPost,"Amsterdam, Netherlands",Netherlands
8908,Sociedade Brasileira de Cirurgia Cardiovascular,Brazil,Brazil
8909,American Portuguese Studies Association,"Provo, UT, United States",United States
8910,Brazilian Journal of Biological Sciences,Brazil,Brazil
8911,Korean Family Studies Association,"Seoul, South Korea",South Korea
8912,Sierra Journals,"Hyderabad, Telangana, India",India
8913,International Journal Of Advanced Research,"Indore, MP, India",India
8914,Korean Association of Family Therapy,"Seoul, South Korea",South Korea
8915,Performance Philosophy,"Liss, Hampshire, United Kingdom",United Kingdom
8916,"Notion Wave, Inc.","Aurora, Ontario, Canada",Canada
8917,Southern Cross Publishing,"St. Lucia, Brisbane, Australia",Australia
8918,The Japanese Culture Association of Korea,"Daejon, South Korea",South Korea
8919,"Center for Southeast Asian Studies, HUFS","Seoul, South Korea",South Korea
8920,Korean Review of Organizational Studies,"Seoul, South Korea",South Korea
8921,Association for International Tea Culture,"Jeollabuk-do, South Korea",South Korea
8922,Korean Society for Buddhist Studies,"Gyeomggi-do, South Korea",South Korea
8923,Korea Risk Management Society,"Seoul, South Korea",South Korea
8924,Korean Society for Computer Game,"Seoul, South Korea",South Korea
8925,Journal of Caucasian Studies,"Serdivan, Sakarya, Turkey",Turkey
8926,Korean Association of Health anad Medical Sociology,"Seoul, South Korea",South Korea
8927,Mnemosine Revista,Brazil,Brazil
8928,The Institute for Basic Social Science,"Daegu, Buk-gu, South Korea",South Korea
8929,Inonu Universitesi Hukuk Fakultesi Dergisi,"Malatya, Turkey",Turkey
8930,Recreation,Hungary,Hungary
8931,The Society for Studies of Korean History,"Seoul, Sungbuk-gu, South Korea",South Korea
8932,S N Education Society,"Sirsa, Haryana, India",India
8933,Cordoba University Press (UCOPress),"Cordoba, Spain",Spain
8934,Infopro Digital Services Limited,"London, United Kingdom",United Kingdom
8935,Deakin University,"Geelong, VIC, Australia",Australia
8936,Ustav Teoreticke a Aplikovane Mechaniky AC CR,"Prague, Czech Republic",Czech Republic
8937,Engineering Faculty of Hasanuddin University,"Makassar, South Sulawesi, Indonesia",Indonesia
8938,"Technical University of Kosice, Faculty of Mechanical Engineering","Kosice, Slovakia",Slovakia
8939,ISTE Group,"London, United Kingdom",United Kingdom
8940,Moscow Region University of Technology (UNITECH),"Korolev, Moscow Region, Russia",Russia
8941,Ukrainian Institute for Plant Variety Examination,"Kyiv, Ukraine",Ukraine
8942,Selcuk Universitesi Edebiyat Fakultesi Dergisi,"Konya, Turkey",Turkey
8943,Universidad Alas Peruanas S.A.,"Lima, Peru",Peru
8944,"Australian Association for the Education of the Gifted and Talented, Ltd.","Syndney, NSW, Australia",Australia
8945,Rhodes University,"Grahamstown, South Africa",South Africa
8946,Libyan International Medical University,"Benghazi, Libya",Libya
8947,Universidad Catolica Luis Amigo,"Medellin, Antioquia, Colombia",Colombia
8948,Universidad de San Buenaventura,"Bogota, DC, Colombia",Colombia
8949,The National Academy of Pediatric Science and Innovation,"Moscow, Russia",Russia
8950,M. Akmullah BSPU,"Ufa, Bashkortostan, Russia",Russia
8951,Ponte Academic Journal,"Florence, Italy",Italy
8952,Letra1 Servicos Editoriais,Brazil,Brazil
8953,Korea Youth Research Association,"Seoul, South Korea",South Korea
8954,Universitas Bina Nusantara,"Jakarta Barat, DKI Jakarta, Indonesia",Indonesia
8955,SPRI of Radiation Hygiene Prof. PV Ramzaev,"St. Petersburg, Russia",Russia
8956,"Real Time, Ltd.","Moscow, Russia",Russia
8957,FSBI IGKE,"Moscow, Russia",Russia
8958,Kuban State Agrarian University,"Krasnodar, Russia",Russia
8959,LLC CPC Business Perspectives,"Sumy, Ukraine",Ukraine
8960,NRC Kurchatov Institute,"Moscow, Russia",Russia
8961,Indonesian Agency For Agricultural Research and Development (IAARD),"Pasar Minggu, Jakarta, Indonesia",Indonesia
8962,Texila International Marketing Management,Ebene,Ebene
8963,Penerbit Universiti Sains Malaysia,"Minden, Pulau Pinang, Malaysia",Malaysia
8964,National Research Center Kurchatov Institute,"Moscow, Russia",Russia
8965,Nordic Academic Press,Sweden,Sweden
8966,Gatha Cognition,"Akole, Maharashtra, India",India
8967,"Remedium, Ltd.","Moscow, Russia",Russia
8968,Medycyna Weterynaryjna - Redakcja,"Lublin, Poland",Poland
8969,Acta Universitatis Gothoburgensis,Sweden,Sweden
8970,International University of Struga,"Struga, Macedonia",Macedonia
8971,IBEPES (Instituto Brasileiro de Estudos e Pesquisas Sociais),Brazil,Brazil
8972,Associacao Brasileira de Pavimentacao,Brazil,Brazil
8973,Associacao Brasileira de Relacoes Internacionais - ABRI,Brazil,Brazil
8974,Editora Unijui,Brazil,Brazil
8975,Associacao Brasileira de Inteligencia Computacional - ABRICOM,Brazil,Brazil
8976,UNSYS Digital,"Seoul, South Korea",South Korea
8977,Krasovskii Institute of Mathematics and Mechanics UB RAS,"Yekaterinaburg, Russia",Russia
8978,Sport Science Institute of Keimyung University,"Daegu-si, South Korea",South Korea
8979,Korean Society of Dance Science,"Cheongju, Chungcheung, South Korea",South Korea
8980,Deagu Gyeongbuk Society of Physical Education,"Daegu-si, South Korea",South Korea
8981,Korean Association of Lusophone Area Studies,"Cheonan, Chungnam, South Korea",South Korea
8982,Buletin Veteriner Udayana,"Denpasar, Bali, Indonesia",Indonesia
8983,ACFE Indonesia Chapter,"Jakarta, Indonesia",Indonesia
8984,National Aviation University,"Kyiv, Ukraine",Ukraine
8985,Academic Platform Journal of Engineering and Smart Systems,"Sakarya, Turkey",Turkey
8986,Indonesian Aquaculture Society,"Semarang, Indonesia",Indonesia
8987,Mircea cel Batran Naval Academy,"Constanta, Romania",Romania
8988,International University of Sarajevo,"Ilidza, Sarajevo, Bosnia and Herzegovina",Bosnia and Herzegovina
8989,Hungarian Demographic Research Institute,"Budapest, Hungary",Hungary
8990,Global Cardiology Science and Practice,"Harefield, Uxbridge, United Kingdom",United Kingdom
8991,Escola de Guerra Naval,Brazil,Brazil
8992,Peperosso,Italy,Italy
8994,Gaziantep University Journal of Social Sciences,"Gaziantep, Turkey",Turkey
8995,Korean Language and Literature,"Daejeon, South Korea",South Korea
8996,Nevelestudomany,Hungary,Hungary
8997,Lexxion Verlag,Germany,Germany
8998,Uludag Universitesi Fen Edebiyat Fakultesi Sosyal Bilimler Dergisi,"Bursa, Turkey",Turkey
8999,Journal of History and Future,"Gaziantep, Turkey",Turkey
9000,The Research Society of Language and Literature,"Daejeon, South Korea",South Korea
9001,Institute for Human Rehabilitation,"Tuzla, Bosnia and Herzegovina",Bosnia and Herzegovina
9002,The Radio and Electronics Association of Vietnam (REV),"Hanoi, Vietnam",Vietnam
9003,Ankara Universitesi Egitim Bilimleri Fakultesi Ozel Egitim Dergisi,"Ankara, Turkey",Turkey
9004,The Choson Dynasty History Association,"Seoul, Gyeonggi-do, South Korea",South Korea
9005,Yaroslav Mudryi National Law University,"Kharkiv, Ukraine",Ukraine
9006,"East View Information Services, Inc.","Minneapolis, MN, United States",United States
9007,Associazione Laureati/E In Lingue All,"Udine, Italy",Italy
9008,Sosyal Politika Calismalari Dergisi,"Ankara, Turkey",Turkey
9009,ANO NCR,"Moscow, Russia",Russia
9010,Edutec,"Palma, Spain",Spain
9011,Korean Sociological Association,"Seoul, South Korea",South Korea
9012,Universidad Panamericana,"Alcaldia Benito Juarez, Ciudad de Mexico, Mexico",Mexico
9013,"School of Management Sciences, Lucknow","Lucknow, Uttar Pradesh, India",India
9014,Fullstopp GmbH,"Berlin, Germany",Germany
9015,The Korean Retina Society,"Seoul, South Korea",South Korea
9016,Journal of Field Crops Central Research Institute,"Anakara, Turkey",Turkey
9017,The Association of English Language and Literature in Korea,"Jeonju, South Korea",South Korea
9019,Sumy State University,"Sumy, Ukraine",Ukraine
9020,IBGE,Brazil,Brazil
9021,Sociedade Brasileira de Quimica (SBQ),Brazil,Brazil
9022,Remipe - Revista da Micro e Pequenas Empresas e Empreendedorismo,Brazil,Brazil
9023,Revista Mundi,"Paranagua, Parana, Brazil",Brazil
9024,Oxfam GB,"Oxford, United Kingdom",United Kingdom
9025,Revista Brasileira de Politica e Administracao da Educacao - RBPAE,Brazil,Brazil
9026,Signum Revista da ABREM,Brazil,Brazil
9027,UIN Walisongo Semarang,"Semarang, Jawa Tengah, Indonesia",Indonesia
9028,Pensar Academico,Brazil,Brazil
9029,International Center for Promotion of Enterprises,"Ljubljana, Slovenia",Slovenia
9030,International Association for Vegetation Science (IAVS),"Bethesda, MD, United States",United States
9031,Revista Brasileria de Estudos Organizacionais - RBEO,Brazil,Brazil
9032,UTFPR - Universidade Tecnologica Federal do Parana - Campus Guarapuava,Brazil,Brazil
